mode,scope,group,metric,stock_days,codes,days,nxt_mean,krx_mean,delta_mean,delta_median,delta_q25,delta_q75,nxt_lower_pct,nxt_stock_median,krx_stock_median,cluster_se,ci95_low,ci95_high,p_value,cluster_df
main,common_minutes,1_low,rs300_bp,17672,215,84,10.171270970542139,-4.2633059587255815,14.434576929267722,10.260319572971973,-5.066026491844071,28.745278642927776,32.24875509280217,7.720149213436616,-3.496098606690352,1.2522427196610495,11.943916524844735,16.92523733369071,6.546255950292696e-19,83
main,common_minutes,1_low,pi15_bp,17672,215,84,17.21474180970532,28.069838980019533,-10.855097170314211,-9.495195731677821,-17.89625753093083,-2.6618674006969414,82.02240832956089,13.472241369230591,24.48905914071947,0.4317835483358948,-11.713897281695624,-9.996297058932798,1.427550351608302e-40,83
main,common_minutes,1_low,pi60_bp,17672,215,84,26.05236794121209,31.939004356806773,-5.886636415594681,-5.181418422856627,-15.201849952249052,3.8622063242148865,65.48777727478497,21.11288987893676,28.342046524748678,0.4896533470575109,-6.8605372291202205,-4.912735602069141,7.267907243713525e-20,83
main,common_minutes,1_low,pi300_bp,17672,215,84,41.574152795201854,34.0318038701644,7.542348925037451,6.2005993863230255,-7.226478063131438,21.01253281754282,37.64712539610684,36.21780185303792,30.403165953499403,0.600242899506703,6.348489939582897,8.736207910492006,6.703715741387756e-21,83
main,common_minutes,1_low,quoted_spread_bp,17672,215,84,56.94229369080059,33.853754929956956,23.088538760843633,16.760869059631304,8.103104262818503,30.269860746360933,4.88909008601177,49.2641500679014,30.55341743559041,1.3646287538966881,20.374347054472572,25.802730467214694,1.2366822790522793e-28,83
main,common_minutes,1_low,depth_krw,17672,215,84,2674619.7434512316,16527875.035765845,-13853255.292314615,-301604.61426835577,-1194302.9916857472,248753.51770662557,64.07876867360797,1664391.9421220901,2086472.9983788945,9645731.581607502,-33038227.458497293,5331716.873868063,0.154702276251586,83
main,common_minutes,2_mid,es_bp,17609,214,84,36.23563069554541,23.438552599748615,12.797078095796792,10.23065849903243,5.207762522643343,17.607762827395412,4.452268726219547,33.7007174404596,22.65190010421344,0.6269278541007443,11.55014380891889,14.044012382674694,4.227755421753157e-34,83
main,common_minutes,2_mid,es_bp_v2,17609,214,84,35.36419360778395,24.9944068770424,10.369786730741554,7.898737310673354,2.819877435896185,15.410687399220578,12.357317280935884,32.277967254428724,23.863949006545738,0.6309380459021029,9.11487633365996,11.624697127823147,7.950275507584827e-28,83
main,common_minutes,2_mid,rs15_bp,17609,214,84,17.506393470745483,0.2869972052649949,17.219396265480487,14.861822428710404,7.170070412769003,24.87420067700524,7.547276960645124,16.12007965441307,0.3019878053389755,0.7787942040602878,15.670405916571047,18.76838661438993,1.5427281129027684e-36,83
main,common_minutes,2_mid,rs60_bp,17609,214,84,5.5612973717577985,-3.030673864127526,8.591971235885323,6.801830808291498,-0.8584227245883873,16.82532977697611,27.485944687375774,4.7379216405401205,-2.5934985370696015,0.6928137923665032,7.213992467717722,9.969950004052924,1.3711718389987565e-20,83
main,common_minutes,2_mid,rs300_bp,17609,214,84,-6.35844735371778,-4.929885242258077,-1.4285621114597038,-1.0909672096901675,-12.350180921648485,9.709584139665793,52.57538758589357,-5.505802641388363,-4.018273798735931,0.5240496464356245,-2.4708757810351747,-0.3862484418842327,0.007818340576739686,83
main,common_minutes,2_mid,pi15_bp,17609,214,84,18.71810487829991,23.122712710385454,-4.404607832085541,-4.17813867907322,-9.32048271363354,0.4953965510364391,72.95701061956954,16.762104316289804,21.917017878256523,0.2841396848262887,-4.969750237156676,-3.839465427014406,3.140293819254318e-26,83
main,common_minutes,2_mid,pi60_bp,17609,214,84,30.650301987056686,26.392668157945202,4.257633829111486,3.189402207042665,-3.1333886670437217,10.75720197082088,36.805042875802144,28.40116346659385,24.888417205292996,0.3822594772554312,3.4973351032596516,5.017932554963322,3.741199385480319e-18,83
main,common_minutes,2_mid,pi300_bp,17609,214,84,42.61076254784877,28.238460652135608,14.372301895713166,12.180764281238318,1.7334823080066855,25.003700409499906,21.415185416548354,40.24772773652888,26.058369333254916,0.6030259489622445,13.172907536825301,15.571696254601031,7.029478117956789e-39,83
main,common_minutes,2_mid,quoted_spread_bp,17609,214,84,38.293166674223926,26.040026709196177,12.253139965027747,9.674620437461087,4.751317989050452,16.803260742856175,3.651541825203021,35.71240338401539,25.056637646138686,0.7230858865398355,10.814951219087714,13.691328710967781,1.1184753035818324e-28,83
main,common_minutes,2_mid,depth_krw,17609,214,84,4937339.885998655,7262670.944529946,-2325331.0585312904,-794896.6036037283,-2480987.5740435096,43143.81482970016,73.56465443807144,3346699.049687431,4288235.185560481,344943.5896317711,-3011409.984738129,-1639252.1323244516,1.940832669307516e-09,83
main,common_minutes,3_high,es_bp,16608,215,84,23.291602362534764,17.409696745388143,5.881905617146619,4.464683415043266,2.2023044546277815,7.963155360226239,3.7933526011560694,22.441532391458914,17.308396173971044,0.31956358911984917,5.246306491178817,6.51750474311442,4.875069741890912e-31,83
main,common_minutes,3_high,es_bp_v2,16608,215,84,22.234788231377646,18.23330865238621,4.001479578991434,2.580356013039321,0.40271033635059084,6.10426800297798,20.291425818882466,20.926624679776104,17.97270501864724,0.3081727835139581,3.388536307237544,4.614422850745324,1.0912537874196598e-21,83
main,common_minutes,3_high,rs15_bp,16608,215,84,2.506448308227456,-0.8021955219504596,3.3086438301779153,2.190647785633619,-1.9472801463478597,7.615972287132757,36.33790944123314,1.9548436337516,-0.718570904009414,0.40960228676799626,2.4939613559285974,4.123326304427233,4.555956951458728e-12,83
main,common_minutes,3_high,rs60_bp,16608,215,84,-5.195796345657854,-2.339102394357,-2.856693951300854,-2.738994568282436,-7.67920547110921,2.2242308335945444,64.53516377649325,-4.493832187821514,-2.470637700094682,0.31384667515259584,-3.480922365321067,-2.2324655372806412,4.0773370093425685e-14,83
main,common_minutes,3_high,rs300_bp,16608,215,84,-7.926395138634065,-2.5767402421973435,-5.3496548964367205,-4.34246182629521,-13.07945379558309,3.175871586991997,64.95664739884393,-6.679359556017417,-2.075094637098978,0.3696004475232952,-6.084775321295296,-4.614534471578145,2.0370596756775302e-24,83
